city,neighborhood,zip_code,street_name,street_number,floor,floor_location,door,property_type,construction_date,renovation_year,number_of_rooms,number_of_bedrooms,number_of_bathrooms,number_of_balconies,number_of_garages,number_of_parking,number_of_floors,number_of_units,living_area,total_area,is_barrier_free,heating_type,has_energy_certificate,has_garage,has_parking,has_balcony,price,lon,lat
Nürnberg,Wöhrd,90489,Keßlerplatz,19,,,,multi_family_house,1975-08-14,,,,,,,,,11.0,919.0,632.0,,,,,False,,2978347.0,11.092886,49.453335
Nürnberg,Altenfurt Nord,90475,Sprottauer Straße,97,,,,single_family_house,1953-05-07,,,,,,,,,1.0,126.0,319.0,,,,,False,,312902.0,11.169590000000001,49.41233
Nürnberg,Gleißhammer,90480,Karlsbader Straße,37,,,,single_family_house,1926-01-01,,,,,,,,,1.0,135.0,711.0,,,,,False,,445584.0,11.115407999999999,49.44221
Nürnberg,"Kornburg, Worzeldorf",90455,Lohmeierstraße,24,,,,single_family_house,1984-05-20,,,,,,,,,1.0,129.0,266.0,,,,,False,,463784.0,11.067823,49.379203
Nürnberg,Brunn,90475,Formäckerstraße,20,,,,single_family_house,1943-02-26,,,,,,,,,1.0,128.0,408.0,,,,,False,,334623.0,11.254549,49.43324
Nürnberg,Röthenbach Ost,90449,Lehmäckerweg,5,,,,multi_family_house,1997-09-27,,,,,,,,,10.0,756.0,565.0,,,,,False,,2060375.0,11.033752,49.418623999999994
Nürnberg,Gartenstadt,90469,Minervastraße,155,,,,single_family_house,1964-07-23,,,,,,,,,1.0,,276.0,,,,,False,,216717.0,11.078631000000001,49.415817
Nürnberg,Katzwang,90453,Katzwanger Hauptstraße,107,,,,multi_family_house,1971-03-09,,,,,,,,,2.0,199.0,680.0,,,,,False,,627804.0,11.048134000000001,49.365390000000005
Nürnberg,Röthenbach West,90449,Wolframs-Eschenbacher Straße,26,,,,multi_family_house,1966-11-11,,,,,,,,,5.0,507.0,269.0,,,,,False,,1304011.0,11.019513,49.423
Nürnberg,"Altstadt, St. Sebald",90403,Äußere Laufer Gasse,37,,,,,1954-05-25,,,,,,,,,1.0,76.0,1120.0,,,,,False,,252126.0,11.085256000000001,49.456967999999996
Nürnberg,"Altstadt, St. Lorenz",90402,Breite Gasse,78,,,,multi_family_house,1894-03-27,,,,,,,,,6.0,439.0,264.0,,,,,False,,1579383.0,11.072666,49.450365
Nürnberg,Eibach,90451,Motterstraße,22,,,,single_family_house,1952-08-15,,,,,,,,,1.0,101.0,626.0,,,,,False,,433778.0,11.039219,49.402862
Nürnberg,Schmausenbuckstraße,90480,Gleißhammerstraße,120,,,,single_family_house,1968-04-02,,,,,,,,,1.0,139.0,264.0,,,,,False,,438518.0,11.122765,49.45329700000001
Nürnberg,Thon,90425,Kleinreuther Weg,139,,,,single_family_house,1930-05-03,,,,,,,,,1.0,109.0,478.0,,,,,False,,426519.0,11.071335,49.474645
Nürnberg,Röthenbach Ost,90451,Riedenburger Straße,17,,,,single_family_house,1935-01-21,,,,,,,,,1.0,114.0,268.0,,,,,False,,333966.0,11.042283,49.409456999999996
Nürnberg,Laufamholz,90482,Plecher Straße,6,,,,single_family_house,1980-03-03,,,,,,,,,1.0,145.0,590.0,,,,,False,,522735.0,11.155548000000001,49.465174999999995
Nürnberg,Laufamholz,90482,Henfenfelder Straße,7 a,,,,single_family_house,1986-01-10,,,,,,,,,1.0,150.0,509.0,,,,,False,,522417.0,11.175376,49.468264
Nürnberg,Katzwang,90455,Bartokstraße,2 a,,,,single_family_house,1971-08-01,,,,,,,,,1.0,110.0,548.0,,,,,False,,361673.0,11.062183,49.349868000000015
Nürnberg,Fischbach,90475,Hartstraße,20,,,,multi_family_house,1999-11-01,,,,,,,,,28.0,2584.0,1074.0,,,,,False,,9285895.0,11.186932,49.417781
Nürnberg,Laufamholz,90482,Strindbergstraße,20,,,,single_family_house,1981-08-01,,,,,,,,,1.0,140.0,496.0,,,,,False,,474980.0,11.179628,49.468737000000004
Nürnberg,Glockenhof,90461,Platz der Opfer des Faschismus,8,,,,multi_family_house,1887-11-25,,,,,,,,,14.0,1431.0,669.0,,,,,False,,4052734.0,11.101149000000001,49.438975
Nürnberg,Langwasser Nordost,90471,Löwensteinstraße,35,,,,multi_family_house,2006-05-20,,,,,,,,,1.0,84.0,1109.0,,,,,False,,276628.0,11.131714,49.419371
Nürnberg,Ludwigsfeld,90478,Gleimstraße,45,,,,multi_family_house,1929-08-24,,,,,,,,,4.0,231.0,618.0,,,,,False,,528832.0,11.116083000000001,49.436831
Nürnberg,Wetzendorf,90425,Schnepfenreuther Hauptstraße,4 c,,,,single_family_house,2021-04-03,,,,,,,,,1.0,125.0,255.0,,,,,False,,563062.0,11.057118000000001,49.480076999999994
Nürnberg,Hummelstein,90459,Gudrunstraße,28,,,,multi_family_house,1919-09-08,,,,,,,,,12.0,721.0,306.0,,,,,False,,1849704.0,11.088005,49.436493
Nürnberg,"Altenfurt, Moorenbrunn",90475,Hohenzollernstraße,36,,,,multi_family_house,2002-06-10,,,,,,,,,3.0,304.0,527.0,,,,,False,,925749.0,11.172798,49.401541
Nürnberg,Ziegelstein,90411,Rathsbergstraße,40,,,,single_family_house,2014-04-25,,,,,,,,,1.0,142.0,320.0,,,,,False,,496164.0,11.104514,49.489135999999995
Nürnberg,Boxdorf,90427,Grabbestraße,11,,,,single_family_house,1970-04-26,,,,,,,,,1.0,125.0,305.0,,,,,False,,382646.0,11.028298,49.520122
Nürnberg,Trierer Straße,90469,Leerstetter Straße,44,,,,single_family_house,1967-05-05,,,,,,,,,1.0,118.0,296.0,,,,,False,,353033.0,11.10367,49.40365400000001
Nürnberg,"Kornburg, Worzeldorf",90455,Stockäckerstraße,8,,,,single_family_house,1976-05-05,,,,,,,,,1.0,107.0,516.0,,,,,False,,423845.0,11.087833,49.371237
Nürnberg,Langwasser Nordost,90471,Löwensteinstraße,46,,,,single_family_house,2031-01-25,,,,,,,,,1.0,154.0,292.0,,,,,False,,485963.0,11.131698,49.419993000000005
Nürnberg,Veilhof,90489,Wieselerstraße,4,,,,,1953-07-12,,,,,,,,,11.0,608.0,749.0,,,,,False,,1627771.0,11.099037,49.464455
Nürnberg,Großreuth b. Schweinau,90431,Hornungstraße,3,,,,single_family_house,1995-02-15,,,,,,,,,1.0,137.0,313.0,,,,,False,,555203.0,11.024996,49.437092
Nürnberg,"Kornburg, Worzeldorf",90455,Kaufbeurer Straße,110,,,,single_family_house,1986-07-20,,,,,,,,,1.0,120.0,316.0,,,,,False,,357658.0,11.068121000000001,49.366358999999996
Nürnberg,Wöhrd,90489,Sulzbacher Straße,51,,,,,1972-07-18,,,,,,,,,9.0,650.0,285.0,,,,,False,,1985554.0,11.095526000000001,49.458824
Nürnberg,Langwasser Südwest,90469,Am Harnischschlag,18 b,,,,single_family_house,1952-07-08,,,,,,,,,1.0,104.0,598.0,,,,,False,,336569.0,11.119163,49.402867
Nürnberg,Bielingplatz,90419,Lahmannstraße,13,,,,multi_family_house,1961-04-14,,,,,,,,,8.0,521.0,595.0,,,,,False,,2135922.0,11.064664,49.466101
Nürnberg,"Kornburg, Worzeldorf",90455,Propsteistraße,48,,,,single_family_house,1992-10-15,,,,,,,,,1.0,115.0,308.0,,,,,False,,414177.0,11.070003,49.379687999999994
Nürnberg,Guntherstraße,90461,Allersberger Straße,174,,,,multi_family_house,1936-01-21,,,,,,,,,7.0,620.0,783.0,,,,,False,,1526614.0,11.095001,49.433202
Nürnberg,Trierer Straße,90469,Germersheimer Straße,6,,,,multi_family_house,1954-05-05,,,,,,,,,2.0,125.0,512.0,,,,,False,,393058.0,11.094129,49.405575
Nürnberg,Dutzendteich,90478,Seumestraße,19,,,,multi_family_house,1897-11-24,,,,,,,,,4.0,311.0,474.0,,,,,False,,1061014.0,11.119074,49.434927
Nürnberg,Katzwang,90453,Schalkhaußerstraße,104 b,,,,,1998-04-25,,,,,,,,,1.0,122.0,298.0,,,,,False,,352719.0,11.039658,49.373944
Nürnberg,Großreuth b. Schweinau,90431,Gerhart-Hauptmann-Straße,21,,,,single_family_house,2000-03-02,,,,,,,,,1.0,125.0,335.0,,,,,False,,521826.0,11.024706,49.438096
Nürnberg,Schmausenbuckstraße,90480,Gleißhammerstraße,125,,,,multi_family_house,1941-09-22,,,,,,,,,3.0,271.0,645.0,,,,,False,,699508.0,11.123768,49.454862999999996
Nürnberg,Trierer Straße,90469,Schulze-Delitzsch-Weg,64,,,,multi_family_house,1941-04-27,,,,,,,,,2.0,274.0,621.0,,,,,False,,594472.0,11.094921,49.402761
Nürnberg,Himpfelshof,90429,Fürther Straße,40,,,,multi_family_house,2014-03-19,,,,,,,,,2.0,189.0,457.0,,,,,False,,636583.0,11.057695,49.450844
Nürnberg,Großgründlach,90427,Schweinfurter Straße,8 c,,,,multi_family_house,1977-08-10,,,,,,,,,8.0,690.0,721.0,,,,,False,,1884774.0,11.011033000000001,49.524853
Nürnberg,"Kornburg, Worzeldorf",90455,Kaufbeurer Straße,44,,,,single_family_house,1989-01-09,,,,,,,,,1.0,112.0,291.0,,,,,False,,384416.0,11.070699,49.366183
Nürnberg,Gugelstraße,90459,Schuckertstraße,5,,,,multi_family_house,1948-01-04,,,,,,,,,11.0,563.0,338.0,,,,,False,,1068517.0,11.076548,49.434865
Nürnberg,Wetzendorf,90425,Lerchenstraße,68,,,,single_family_house,1998-02-07,,,,,,,,,1.0,103.0,273.0,,,,,False,,492806.0,11.054013999999999,49.475457
Nürnberg,Sündersbühl,90439,Herzog-Bernhard-Straße,108,,,,multi_family_house,1942-10-10,,,,,,,,,5.0,275.0,813.0,,,,,False,,732371.0,11.036117,49.44286500000001
Nürnberg,Eberhardshof,90429,Muggenhofer Straße,39,,,,multi_family_house,1922-10-22,,,,,,,,,8.0,681.0,280.0,,,,,False,,1697699.0,11.04124,49.45765
Nürnberg,Hummelstein,90461,Bothostraße,12,,,,single_family_house,1938-11-01,,,,,,,,,1.0,121.0,320.0,,,,,False,,433409.0,11.092360000000001,49.431053999999996
Nürnberg,Glockenhof,90461,Holzgartenstraße,15,,,,multi_family_house,1970-11-19,,,,,,,,,4.0,388.0,517.0,,,,,False,,1053881.0,11.096017,49.440562
Nürnberg,St. Leonhard,90439,Konstanzenstraße,83,,,,multi_family_house,1951-11-23,,,,,,,,,1.0,55.0,277.0,,,,,False,,182682.0,11.040114,49.437278
Nürnberg,Trierer Straße,90469,Landsweilerstraße,84,,,,multi_family_house,1976-05-15,,,,,,,,,2.0,245.0,660.0,,,,,False,,714271.0,11.094161999999999,49.398776
Nürnberg,Bielingplatz,90419,Bucher Straße,101,,,,multi_family_house,1886-05-11,,,,,,,,,13.0,1144.0,721.0,,,,,False,,3849359.0,11.069083,49.465972
Nürnberg,Langwasser Nordost,90471,Tucholskystraße,33,,,,single_family_house,1972-04-03,,,,,,,,,1.0,125.0,290.0,,,,,False,,394489.0,11.132476,49.413387
Nürnberg,Gartenstadt,90469,Hochwaldstraße,2,,,,multi_family_house,1929-04-11,,,,,,,,,3.0,264.0,623.0,,,,,False,,655586.0,11.086908,49.402385
Nürnberg,Trierer Straße,90469,Dillinger Straße,3,,,,single_family_house,1925-04-20,,,,,,,,,1.0,101.0,288.0,,,,,False,,338665.0,11.092925,49.405784
Nürnberg,Langwasser Nordost,90471,Tucholskystraße,52,,,,single_family_house,1985-11-24,,,,,,,,,1.0,127.0,339.0,,,,,False,,355716.0,11.133975,49.414143
Nürnberg,Fischbach,90475,Am Schloßpark,23,,,,single_family_house,2000-01-17,,,,,,,,,1.0,146.0,338.0,,,,,False,,425550.0,11.19521,
Nürnberg,Gibitzenhof,90443,Gibitzenhofstraße,99,,,,multi_family_house,1952-01-08,,,,,,,,,1.0,61.0,688.0,,,,,False,,117772.0,11.068332,49.43528
Nürnberg,St. Jobst,90491,Bad Bernecker Straße,9,,,,single_family_house,2033-08-20,,,,,,,,,1.0,177.0,987.0,,,,,False,,921794.0,11.116819000000001,49.468655999999996
Nürnberg,Maxfeld,90409,Avenariusstraße,6A,,,,multi_family_house,1990-01-19,,,,,,,,,6.0,610.0,167.0,,,,,False,,2001529.0,11.087868,49.469316
Nürnberg,Langwasser Südost,90473,Reinerzer Straße,91,,,,multi_family_house,1953-02-27,,,,,,,,,7.0,628.0,625.0,,,,,False,,1243570.0,11.141102,49.406582
Nürnberg,Höfen,90431,Höfener Straße,37,,,,multi_family_house,1968-06-14,,,,,,,,,8.0,427.0,769.0,,,,,False,,872310.0,11.011353,49.463217
Nürnberg,Buchenbühl,90411,Zum Froschbrücklein,33,,,,single_family_house,1977-06-17,,,,,,,,,1.0,113.0,601.0,,,,,False,,374063.0,11.114625,49.505043
Nürnberg,Katzwang,90453,Kurlandstraße,78,,,,single_family_house,1965-11-27,,,,,,,,,1.0,126.0,305.0,,,,,False,,416573.0,11.052902999999999,49.362096
Nürnberg,Hummelstein,90459,Voltastraße,61,,,,multi_family_house,1906-08-26,,,,,,,,,8.0,796.0,256.0,,,,,False,,1840304.0,11.080677,49.433757
Nürnberg,Schmausenbuckstraße,90480,Hersbrucker Straße,234,,,,single_family_house,1967-09-24,,,,,,,,,1.0,119.0,295.0,,,,,False,,424138.0,11.142793999999999,49.458571
Nürnberg,Eibach,90451,Leitenweg,51,,,,,1972-05-24,,,,,,,,,1.0,112.0,284.0,,,,,False,,384691.0,11.036734,49.40535
Nürnberg,Katzwang,90455,Im Humpengarten,4,,,,single_family_house,1999-11-25,,,,,,,,,1.0,145.0,465.0,,,,,False,,586621.0,11.058256,49.359797
Nürnberg,Marienberg ,90411,Christian-Wildner-Straße,37,,,,single_family_house,1960-07-03,,,,,,,,,1.0,119.0,256.0,,,,,False,,466451.0,11.100325,49.476488
Nürnberg,"Kornburg, Worzeldorf",90455,Memminger Straße,67,,,,single_family_house,1979-07-24,,,,,,,,,1.0,156.0,293.0,,,,,True,,385392.0,11.068853,49.36837500000001
Nürnberg,Wetzendorf,90425,Lerchenstraße,12,,,,multi_family_house,1997-05-19,,,,,,,,,5.0,395.0,750.0,,,,,False,,1125286.0,11.062033000000001,49.47510300000001
Nürnberg,Pirckheimerstraße,90408,Reuterstraße,3,,,,multi_family_house,1940-04-18,,,,,,,,,11.0,800.0,472.0,,,,,False,,1018275017.0,11.082893,49.461326
Nürnberg,Altenfurt Nord,90475,Freystädter Straße,122,,,,,1937-09-10,,,,,,,,,3.0,273.0,472.0,,,,,False,,773496.0,11.167295,49.409979
Nürnberg,Marienberg ,90411,Peter-Ulsch-Straße,59,,,,single_family_house,1974-01-22,,,,,,,,,1.0,109.0,276.0,,,,,False,,389265.0,11.101406,49.478415
Nürnberg,Gostenhof,90443,Schanzäckerstraße,37,,,,multi_family_house,1887-11-05,,,,,,,,,4.0,390.0,248.0,,,,,False,,1245712.0,11.064718,49.444952
Nürnberg,Eibach,90451,Im Ries,27,,,,multi_family_house,1918-02-01,,,,,,,,,2.0,254.0,616.0,,,,,False,,583452.0,11.035390999999999,49.398055
Nürnberg,Nürnberg                  ,90453,Senistraße,5 a,,,,single_family_house,1990-04-20,,,,,,,,,1.0,143.0,299.0,,,,,False,,341499.0,11.020231,49.374425
Nürnberg,"Altenfurt, Moorenbrunn",90475,Ludolfingerstraße,18 A,,,,multi_family_house,1970-03-08,,,,,,,,,2.0,237.0,323.0,,,,,False,,843754.0,11.173575999999999,49.401912
Nürnberg,Wetzendorf,90427,Wetzendorfer Straße,269,,,,multi_family_house,1891-11-05,,,,,,,,,2.0,352.0,801.0,,,,,False,,690339.0,11.038038,49.470857
Nürnberg,Westfriedhof,90425,Bienweg,70,,,,single_family_house,1999-11-24,,,,,,,,,1.0,100.0,694.0,,,,,False,,627190.0,11.046254,49.468157000000005
Nürnberg,Hummelstein,90459,Pillenreuther Straße,91,,,,multi_family_house,1999-11-10,,,,,,,,,14.0,920.0,622.0,,,,,False,,2786084.0,11.084609,49.435297
Nürnberg,Boxdorf,90427,Fritz-Erler-Straße,97,,,,single_family_house,1957-03-08,,,,,,,,,1.0,88.0,298.0,,,,,False,,298156.0,11.027702,49.51367200000001
Nürnberg,Werderau,90441,Schlehdornweg,36,,,,single_family_house,1996-04-03,,,,,,,,,1.0,102.0,312.0,,,,,False,,490921.0,11.054701999999999,49.419715000000004
Nürnberg,Galgenhof,90459,Breitscheidstraße,20,,,,multi_family_house,1978-07-10,,,,,,,,,19.0,1066.0,268.0,,,,,False,,2998681.0,11.082756999999999,49.441255
Nürnberg,Schafhof,90411,Stahlstraße,1,,,,multi_family_house,2001-06-20,,,,,,,,,12.0,834.0,741.0,,,,,False,,2572601.0,11.106038,49.475651
Nürnberg,Reichelsdorf,90453,Furtenbachstraße,1,,,,single_family_house,1902-04-06,,,,,,,,,1.0,66.0,316.0,,,,,False,,260619.0,11.030657,49.381535
Nürnberg,Schmausenbuckstraße,90480,Ligusterweg,19,,,,,1975-08-08,,,,,,,,,1.0,124.0,319.0,,,,,True,,504926.0,11.139192,49.457092
Nürnberg,Katzwang,90453,Tilsiter Straße,16 e,,,,single_family_house,1955-04-15,,,,,,,,,1.0,99.0,324.0,,,,,False,,328959.0,11.057029,49.360336
Nürnberg,Laufamholz,90482,Happurger Straße,24,,,,multi_family_house,1979-03-13,,,,,,,,,8.0,785.0,943.0,,,,,False,,2204186.0,11.151736,49.463508
Nürnberg,Erlenstegen,90491,Günthersbühler Straße,8,,,,single_family_house,1989-02-18,,,,,,,,,1.0,181.0,944.0,,,,,False,,920491.0,11.138626,49.473251
Nürnberg,Laufamholz,90482,Rüblander Ufer,57 a,,,,single_family_house,1969-05-10,,,,,,,,,1.0,115.0,725.0,,,,,False,,460437.0,11.176054,49.469275
Nürnberg,Gartenstadt,90469,Regenbogenstraße,100,,,,single_family_house,1920-10-23,,,,,,,,,1.0,88.0,267.0,,,,,False,,289696.0,11.073113000000001,49.415066
Nürnberg,Wetzendorf,90427,Wachtelstraße,20A,,,,single_family_house,1997-11-27,,,,,,,,,1.0,111.0,1112.0,,,,,False,,817198.0,11.042975,49.472232
Nürnberg,Gartenstadt,90469,Armin-Knab-Straße,8,,,,multi_family_house,1933-10-11,,,,,,,,,18.0,1313.0,892.0,,,,,False,,2511912.0,11.079521999999999,49.410514000000006
Nürnberg,Laufamholz,90482,Plecher Straße,3,,,,single_family_house,1953-04-16,,,,,,,,,1.0,113.0,261.0,,,,,False,,455500.0,11.155926,49.465547
Nürnberg,Marienberg ,90411,Kilianstraße,230,,,,,1962-07-13,,,,,,,,,3.0,293.0,493.0,,,,,False,,768683.0,11.098355999999999,49.474108
Nürnberg,Röthenbach Ost,90451,Berchinger Straße,9,,,,single_family_house,1954-09-04,,,,,,,,,1.0,111.0,282.0,,,,,False,,,11.04591,
Nürnberg,Eberhardshof,90431,Adam-Klein-Straße,171,,,,multi_family_house,1960-03-25,,,,,,,,,10.0,606.0,568.0,,,,,False,,1885737.0,11.034143,49.456542
Nürnberg,Reichelsdorf,90453,Beim Wahlbaum,91,,,,single_family_house,1981-11-14,,,,,,,,,1.0,129.0,600.0,,,,,False,,518530.0,11.033574,49.379833000000005
Nürnberg,Laufamholz,90482,Am Herrenwäldchen,5,,,,single_family_house,1995-08-03,,,,,,,,,1.0,126.0,526.0,,,,,False,,573523.0,11.175602999999999,49.466187000000005
Nürnberg,Katzwang,90453,Katzwanger Hauptstraße,143,,,,multi_family_house,2001-03-03,,,,,,,,,4.0,492.0,612.0,,,,,False,,1968354.0,11.045306,49.368055
Nürnberg,Schleifweg,90409,Hintermayrstraße,9,,,,multi_family_house,1970-11-17,,,,,,,,,8.0,484.0,615.0,,,,,False,,1864768.0,11.096516000000001,49.467721000000004
Nürnberg,Trierer Straße,90469,Schießplatzstraße,13 a,,,,single_family_house,1928-08-16,,,,,,,,,1.0,96.0,330.0,,,,,False,,,11.090955000000001,49.405496
Nürnberg,Werderau,90441,Volckamerstraße,45,,,,,1934-06-23,,,,,,,,,4.0,311.0,789.0,,,,,False,,768482.0,11.059388,49.42445500000001
Nürnberg,Wöhrd,90489,Rudolphstraße,18,,,,multi_family_house,1908-04-23,,,,,,,,,11.0,705.0,320.0,,,,,False,,2012358.0,11.093032000000001,49.457426
Nürnberg,Wetzendorf,90425,Saßnitzer Straße,25,,,,single_family_house,1990-02-25,,,,,,,,,1.0,134.0,625.0,,,,,False,,568358.0,11.054122000000001,49.476318
Nürnberg,Marienberg ,90411,Ziegelsteinstraße,131,,,,single_family_house,1930-05-24,,,,,,,,,1.0,146.0,323.0,,,,,False,,421609.0,11.104639,49.483062000000004
Nürnberg,Schmausenbuckstraße,90480,Bussardweg,11,,,,multi_family_house,1971-10-07,,,,,,,,,2.0,302.0,301.0,,,,,False,,888646.0,11.139743000000001,49.459461
Nürnberg,Marienberg ,90411,Herrnhüttestraße,59,,,,,2003-03-20,,,,,,,,,16.0,992.0,932.0,,,,,False,,4747566.0,11.101825,49.479873
Nürnberg,Wetzendorf,90425,Lerchenstraße,89,,,,single_family_house,1975-10-22,,,,,,,,,1.0,133.0,558.0,,,,,False,,700767.0,11.054078,49.474802000000004
Nürnberg,Röthenbach Ost,90451,Glasgowstraße,3,,,,multi_family_house,2008-11-25,,,,,,,,,20.0,1152.0,675.0,,,,,False,,3602235.0,11.040593999999999,49.416821000000006
Nürnberg,Sandberg ,90419,Äußere Großweidenmühlstraße,14,,,,single_family_house,1958-06-06,,,,,,,,,1.0,143.0,346.0,,,,,False,,454838.0,11.056822,49.458105999999994
Nürnberg,"Altstadt, St. Sebald",90403,Neutormauer,26,,,,multi_family_house,1935-02-07,,,,,,,,,1.0,135.0,754.0,,,,,False,,428136.0,11.073307999999999,49.456905
Nürnberg,"Altenfurt, Moorenbrunn",90475,Am Graben,9 e,,,,single_family_house,1997-04-07,,,,,,,,,1.0,134.0,342.0,,,,,False,,403370.0,11.172981,49.40974
Nürnberg,Schoppershof,90491,Mommsenstraße,17,,,,multi_family_house,1913-05-11,,,,,,,,,21.0,1262.0,883.0,,,,,False,,4170635.0,11.110208,49.46926
Nürnberg,Katzwang,90453,Elbestraße,7,,,,single_family_house,1966-09-07,,,,,,,,,1.0,114.0,326.0,,,,,False,,295312.0,11.056134,49.359258
Nürnberg,Röthenbach Ost,90449,Im Lindenhain,12,,,,single_family_house,1928-08-26,,,,,,,,,1.0,97.0,337.0,,,,,False,,339280.0,11.025485999999999,49.41737
Nürnberg,Eibach,90451,Treuchtlinger Straße,1A,,,,single_family_house,1915-08-03,,,,,,,,,1.0,127.0,322.0,,,,,False,,293397.0,11.036567,49.404242
Nürnberg,Ziegelstein,90411,Betzensteiner Straße,23,,,,single_family_house,1924-09-17,,,,,,,,,1.0,115.0,584.0,,,,,False,,364875.0,11.118193,49.48406799999999
Nürnberg,"Altstadt, St. Sebald",90403,Innere Laufer Gasse,5,,,,multi_family_house,2007-06-21,,,,,,,,,11.0,588.0,314.0,,,,,False,,3175240.0,11.081577,49.455953
Nürnberg,Werderau,90441,Röselstraße,11,,,,multi_family_house,1997-06-23,,,,,,,,,1.0,90.0,613.0,,,,,False,,305643.0,11.061461000000001,49.424841
Nürnberg,Gleißhammer,90480,Zerzabelshofstraße,74,,,,multi_family_house,1927-09-27,,,,,,,,,5.0,599.0,519.0,,,,,False,,1266915.0,11.115265,49.443822
Nürnberg,Großreuth b. Schweinau,90431,Tillypark,116,,,,,2032-07-15,,,,,,,,,1.0,111.0,272.0,,,,,False,,520291.0,11.036665,49.435398
Nürnberg,Fischbach,90475,Flachsröststraße,54,,,,single_family_house,1985-03-26,,,,,,,,,1.0,115.0,596.0,,,,,False,,589193.0,11.184385,49.427547
Nürnberg,Laufamholz,90482,Hofreuthackerstraße,128,,,,single_family_house,2031-06-04,,,,,,,,,1.0,118.0,259.0,,,,,False,,602934.0,11.155382,49.461407
Nürnberg,Langwasser Nordwest,90471,Zugspitzstraße,102,,,,multi_family_house,1979-10-03,,,,,,,,,7.0,531.0,1097.0,,,,,False,,1374110.0,11.114853,49.409342
Nürnberg,Ludwigsfeld,90478,Albertstraße,5,,,,multi_family_house,2008-07-04,,,,,,,,,2.0,427.0,294.0,,,,,False,,1596608.0,11.104161,49.446276
Nürnberg,"Kornburg, Worzeldorf",90455,Gustav-Jung-Straße,54,,,,single_family_house,1955-07-05,,,,,,,,,1.0,153.0,558.0,,,,,False,,474282.0,11.072025,49.373689
Nürnberg,Neunhof,90427,Kreuzäckerstraße,12,,,,,1918-04-18,,,,,,,,,1.0,99.0,646.0,,,,,False,,423377.0,11.05032,49.521771
Nürnberg,Röthenbach West,90449,Kurzweg,19,,,,single_family_house,1944-06-04,,,,,,,,,1.0,80.0,291.0,,,,,False,,289404.0,11.014709,49.420123000000004
Nürnberg,Hasenbuck,90461,Andreas-Hofer-Straße,37,,,,multi_family_house,1954-03-18,,,,,,,,,12.0,852.0,817.0,,,,,False,,1691951.0,11.092997,49.426776000000004
Nürnberg,Altenfurt Nord,90475,Bodelschwinghstraße,6,,,,single_family_house,1958-05-20,,,,,,,,,1.0,,269.0,,,,,False,,301223.0,11.164913,49.409824
Nürnberg,Buchenbühl,90411,Nuschelbergweg,11,,,,multi_family_house,1956-10-13,,,,,,,,,2.0,261.0,623.0,,,,,False,,810504.0,11.105024,49.505107
Nürnberg,Steinbühl,90443,Dr.-Luppe-Platz,12,,,,multi_family_house,1926-01-07,,,,,,,,,15.0,962.0,615.0,,,,,False,,2031071.0,11.063937999999998,49.436874
Nürnberg,"Altstadt, St. Lorenz",90402,Lorenzer Platz,5,,,,,1950-06-09,,,,,,,,,2.0,221.0,273.0,,,,,False,,736009.0,11.079562000000001,49.451415
Nürnberg,Bärenschanze,90429,Wilhelm-Beyer-Weg,11,,,,multi_family_house,2016-06-12,,,,,,,,,8.0,790.0,1118.0,,,,,False,,3153146.0,11.053318,49.454049
Nürnberg,Reichelsdorf,90453,Kötzlerstraße,21,,,,multi_family_house,1928-03-05,,,,,,,,,2.0,245.0,274.0,,,,,False,,,11.034855,49.381989000000004
Nürnberg,Gaismannshof,90431,Leubelfingstraße,114,,,,single_family_house,1915-08-03,,,,,,,,,1.0,121.0,256.0,,,,,False,,324270.0,11.034746,49.442649
Nürnberg,St. Jobst,90491,Ewaldstraße,25,,,,multi_family_house,1957-04-02,,,,,,,,,4.0,277.0,468.0,,,,,True,,933112.0,11.118298,49.470432
Nürnberg,Nürnberg                  ,90453,Auf der Schanz,78,,,,single_family_house,1965-06-27,,,,,,,,,1.0,114.0,267.0,,,,,False,,321226.0,11.020389,49.374452000000005
Nürnberg,Galgenhof,90459,Kopernikusstraße,20,,,,multi_family_house,1892-11-24,,,,,,,,,8.0,583.0,294.0,,,,,False,,1760577.0,11.084481,49.438645
Nürnberg,Trierer Straße,90469,Hilbringer Straße,11,,,,single_family_house,1966-03-18,,,,,,,,,1.0,101.0,478.0,,,,,False,,331993.0,11.088662000000001,
Nürnberg,Galgenhof,90459,Dallingerstraße,5,,,,multi_family_house,1996-06-11,,,,,,,,,1.0,71.0,497.0,,,,,False,,182655.0,11.088512000000001,49.441797
Nürnberg,Großgründlach,90427,Mespelbrunner Straße,2 a,,,,single_family_house,1992-03-22,,,,,,,,,1.0,128.0,615.0,,,,,False,,449492.0,11.024363,49.534734
Nürnberg,Wöhrd,90489,Rahm,15,,,,multi_family_house,1956-02-16,,,,,,,,,7.0,357.0,284.0,,,,,False,,1242799.0,11.094528,49.455047
Nürnberg,St. Johannis,90419,Wielandstraße,16,,,,multi_family_house,1919-08-18,,,,,,,,,7.0,537.0,571.0,,,,,False,,2171091.0,11.071309999999999,49.459671
Nürnberg,Galgenhof,90459,Humboldtstraße,92,,,,multi_family_house,1938-10-26,,,,,,,,,13.0,778.0,251.0,,,,,False,,1832644.0,11.079182,49.438548000000004
